text,label,text_length,is_long,sample_id,rewritten_review
"Average viewers looking for any sense of internal coherence in a film should probably give this one a pass. It generates the same feeling as staring at a curious array of individual images that seem to have some relationship one to another, but never coalesce into a totality.<br /><br />While this isolative approach to creating a kind of cinematic montage may appeal to a few students or critics steeped in the inside language of contemporary filmmaking, it is flatly irritating and condescending to us commoners who just fell off the haywagon. An overt avoidance of accessibility may be the intentional hallmark of auteurs like Kar-wai Wong and Tarantino, but to me it comes across as Andy Warhol warmed over. The only redeeming characteristic I find is in the production values, and them there just ain't going to cut it all by themselfs.<br /><br />This is one of those productions in which you watch and listen and wait anxiously and in vain for some clever development of an idea or thought to sustain all the remarkable and beautiful individual scenes. Sorry. The calligraphic credits unexpectedly begin to roll just as your interest begins to stir. I get the same big yawn and let-down reading what I guess are very knowledgeable and thorough comments about this film that never lead to anything truly comprehensible. Ideas and images without some external context are not my idea of fun.<br /><br />Call me a philistine roaming the streets of Hong Kong looking for a bowl of chop suey.<br /><br />",0,1507,True,8739,"Average viewers looking for any sense of internal coherence in a film should probably give this one a pass. It feels like staring at a curious array of images that seem related but never coalesce into a whole. This isolative approach to cinematic montage may appeal to a few students or critics steeped in contemporary filmmaking, but it's flatly irritating and condescending to us commoners who just fell off the haywagon. An overt avoidance of accessibility may be the hallmark of auteurs like Kar-wai Wong and Tarantino, but to me, it comes across as Andy Warhol warmed over. The only redeeming factor is the production values, and they just ain't going to cut it by themselves. This is one of those productions where you watch and wait anxiously and in vain for some clever idea to sustain the beautiful individual scenes. Sorry. The credits roll just as your interest begins to stir. I get the same big yawn reading knowledgeable comments about this film that lead nowhere. Ideas and images without context are not my idea of fun. Call me a philistine roaming the streets of Hong Kong looking for a bowl of chop suey."
"I can't understand why many IMDb users don't like this movie. Why they think it's sooooo bad etc. It's not worse than anything else out there. Personally I think ""Soldier"" is a great movie, far better than most other films in the same genre.<br /><br />Reasons why I liked ""Soldier"": Kurt Russel, Connie Nielsen, Jason Scott Lee, the script (David Webb Peoples), great visual effects, and the directing (Paul Anderson).<br /><br />I even think that this is the best work I've seen from director Paul Anderson, who has previously directed the entertaining ""Mortal Kombat"" and the not so entertaining ""Event Horizon"".",1,615,False,15825,"I can't understand why many IMDb users don't like this movie. Seriously, it's puzzling to me why they think it's sooooo bad and have such a negative perception of it, etc. It's not worse than anything else out there in the vast landscape of films. Personally, I think ""Soldier"" is a great movie, far better than most other films in the same genre that I've come across. It's one of those films that really stands out to me for various reasons that I'll delve into further.

Reasons why I liked ""Soldier"" are numerous. First and foremost, Kurt Russell delivers an impressive performance that truly anchors the film. His presence alone is enough to elevate the movie to a higher level. Then there's Connie Nielsen, who brings depth and nuance to her role, adding another layer of engagement for the audience. Jason Scott Lee is also noteworthy, contributing to the film's dynamic character interactions in a significant way.

Moreover, the script by David Webb Peoples is another highlight. It's well-crafted and provides a solid foundation for the film's narrative to unfold. The script effectively balances action with character development, making for a compelling viewing experience that keeps you engaged from start to finish. Additionally, the great visual effects are a testament to the film's production quality, enhancing the overall cinematic experience and immersing the audience in its world.

The directing by Paul Anderson is another aspect that I appreciated. In my opinion, this is the best work I've seen from director Paul Anderson. He previously directed the entertaining ""Mortal Kombat"" and the not so entertaining ""Event Horizon,"" but with ""Soldier,"" he really seems to have hit his stride. His direction brings all the elements of the film together in a cohesive and engaging manner, ensuring that the pacing, tone, and style all contribute to making ""Soldier"" a memorable film.

In conclusion, all these factors combine to make ""Soldier"" a standout film in its genre. It's one that I believe deserves more recognition and appreciation than it currently receives. Despite differing opinions, I find it to be a well-executed and entertaining movie that showcases the talents of its cast and crew. For me, ""Soldier"" is a film that I'll continue to enjoy and recommend to others who appreciate quality storytelling and engaging performances."
"...there's no one else watching the movie. My husband and I went to watch it last night. It's just a small theater, but there's usually a decent amount of people there. Not this time! My husband and I were the ONLY people watching Dragon Wars last night! Now we know why.<br /><br />The movie was by far one of the worst I've ever seen. Yes, the CG was good, but that was it. The acting, script & dialog, directing, editing, etc. was God-awful! Since we were alone in the room, we felt free to talk during the movie. That is, we talked about how bad it was, that it reminded us of The Mighty Morphin Power Rangers, Godzilla, Mortal Combat AND The Lord of the Rings. It was like we expected to see Rita and Lord Zed portraying commanders of Sauron's army.<br /><br />The creatures were ridiculous. You can't just introduce legions of dino/dragon/lizard things loaded down with cannons without explanation. The Lord of the Rings has a wide spectrum of characters, but it introduces and develops them over 3 movies, not in an hour and a half.<br /><br />The scene transitions are horrible. I didn't fall asleep during the movie, but even though it was an overly simple plot, I found myself getting lost in the plot holes.<br /><br />The characters were caucasian Americans, but spoke almost with broken English because of the badly written dialog in the script.<br /><br />The final scene that could have redeemed some value of the movie...failed. Ethan didn't cry when Sarah died...though he hadn't known her for very long during THIS life anyways. He didn't seem too upset to be left in ""Mordor"", not knowing where he was or how to get back. We couldn't for the love of God figure out where he was or how he got there either, but if he wasn't upset we shouldn't be either.<br /><br />Oh, and why did the dress that Sarah's spirit was wearing look like she borrowed it from Queen Elizabeth? One more thing...all 3 of the main hero characters were reincarnations brought back to finish the job. Sarah completes her task and moves on to the afterlife. Jack does this as well. Then why does Ethan get screwed? He's left alone, without the girl, without a map/compass/helicopter to help him get back. What's he supposed to do? Send smoke signals? And IF he gets back home, does he just go back to his job? He should have been given the same mercy of getting killed out of the movie that the other heroes had.<br /><br />Don't waste your time or money on this movie. We only stayed til the end because we'd paid for it, but as soon as the credits hit, we were out the door.",0,2566,True,2741,"...there's no one else watching the movie. My husband and I went to watch it last night. It's just a small theater, but usually, there's a decent crowd. Not this time! My husband and I were the ONLY ones watching Dragon Wars last night! Now we know why.

The movie was one of the worst I've ever seen. Yes, the CG was good, but that was it. The acting, script, dialog, directing, editing, etc., were God-awful! Since we were alone, we talked about how bad it was, that it reminded us of The Mighty Morphin Power Rangers, Godzilla, Mortal Combat, AND The Lord of the Rings. It was like expecting Rita and Lord Zed as commanders of Sauron's army.

The creatures were ridiculous. You can't introduce legions of dino/dragon/lizard things loaded with cannons without explanation. The Lord of the Rings develops characters over 3 movies, not in an hour and a half.

The scene transitions are horrible. I didn't fall asleep, but even with a simple plot, I found myself lost in the plot holes.

The characters were caucasian Americans but spoke almost with broken English due to the badly written dialog.

The final scene could have redeemed the movie...failed. Ethan didn't cry when Sarah died...though he hadn't known her long during THIS life. He wasn't upset to be left in ""Mordor,"" not knowing where he was or how to get back. We couldn't figure out where he was or how he got there either, but if he wasn't upset, we shouldn't be.

Oh, and why did Sarah's spirit dress look like she borrowed it from Queen Elizabeth? One more thing...all 3 main hero characters were reincarnations brought back to finish the job. Sarah completes her task and moves on to the afterlife. Jack does this as well. Then why does Ethan get screwed? He's left alone, without the girl, map/compass/helicopter to help him get back. What's he supposed to do? Send smoke signals? IF he gets back home, does he just go back to his job? He should have been killed out of the movie like the other heroes.

Don't waste your time or money. We only stayed until the end because we'd paid for it, but as soon as the credits hit, we were out the door."
"First, let's get the ""hoopla"" out of the way.Hedy Lamarr was regarded as one of the most beautiful of women and the movies were a perfect medium for the many to see her beauty on screen.Here we have Hedy as a young fresh-faced 20 year old speaking in her native Austrian.I recently bought a 1990 uncensored version of this 1932/3 classic.Yes we see a brief close up of Hedy bare from the waist up but although she filmed the swimming & runaway horse scenes naked, the director Gustav Machaty uses the cover of branches, reflections in puddles, medium and long shots to show her thus in this famous scene; so don't go imagining there are any lascivious close ups or clinches.Her boyfriend , Pierre Nay keeps his clothes on at all times.Yes, fairly daring for its day but how innocous it looks now through 2003 eyes.<br /><br />As other learned reviews have stated this film should be looked at for the imagary, expressionism, and allegorical statements it makes with pictures of drops of water forming a ripple on the surface of a pale of water, farm machinery, landscapes etc.Sweet sounding strings run for most of ""Extase's"" length and the film has a ""feel"" of a transition between silent and sound in its direction and concept.The script is highly minimalist and economical the story being mainly imparted through the medium of facial and bodily gestures with just a few words of German spoken by the actors with English subtitles beneath.Even these few words seem almost superflous in the general lyrical vein which runs through the film.<br /><br />Put very simply this is the story of a young girl who marries a much older man (why we are never told and what did Eva see in him anyway?Money?), who is then trapped in an unconsumated and loveless marriage.She then returns to her father having left her husband and her father has to lie to his son in law.After a ride on her horse Eva decides to take a swim in the buff and loads up her clothes onto her horse's saddle.However her horse gets romantic notions itself and gallops off to greet its stablemate.Hedy rushes out of the lake naked and tries to recover her mount but an engineer at work sees and retrieves the horse then looks around for its owner.And so the romance is born.Her husband seeing that his rival must win Eva, later decides to shoot himself but I thought this was rather illogical and its main weakness bearing in mind his previous loveless relationship with Eva.<br /><br />Despite being a 1990 reissue title on VHS, the sound being 70 years old, is a bit soft and with background crackles, in line with films of its age.After a period of mourning our handsome boyfriend obviously is so in love with Eva he imagines her as a mother with an infant so we have to assume they live happily ever after.Just let the imagary wash over you and disabuse your mind of the style of films even of late 1930's vintage.This is a lyrical piece that can be enyoyed for its own sake and not just for its eye catching title.I gave it 7/10.",1,2997,True,18048,"Hedy Lamarr was regarded as one of the most beautiful women, with movies showcasing her beauty. In this 1932/3 classic, Hedy, at 20, speaks in her native Austrian. I recently bought a 1990 uncensored version. Although she filmed the swimming and runaway horse scenes naked, director Gustav Machaty uses cover to maintain modesty, so don't expect lascivious close-ups. Her boyfriend, Pierre Nay, remains clothed. Daring for its time, it seems innocuous now.

As other reviews stated, the film is notable for its imagery, expressionism, and allegorical statements with pictures like drops of water, farm machinery, and landscapes. Sweet strings play throughout, and the film feels like a transition between silent and sound eras. The script is minimalist, with the story mainly told through gestures and a few German words with English subtitles. These words seem almost superfluous to the film's lyrical style.

The story is about a young girl, Eva, who marries an older man but finds herself in an unconsummated, loveless marriage. She returns to her father, who lies to her husband. After a horse ride, Eva swims nude, but her horse runs off. An engineer retrieves it, leading to a romance. Her husband, realizing his rival will win Eva, illogically shoots himself, the film's main weakness.

Despite being a 1990 VHS reissue, the 70-year-old sound is soft with background crackles. After mourning, the boyfriend imagines Eva as a mother, suggesting they live happily ever after. Let the imagery wash over you and forget the style of late 1930s films. This is a lyrical piece to enjoy for its own sake, not just its title. I gave it 7/10."
"Great artists, always suffered while they were young. I could mention Mozart and Beethoven, but that is not the point. <br /><br />This movie was made by H-G Clouzot whose family wanted him to succeed in the Law professions.<br /><br />Its main star is Louis Jouvet who studied and practiced as as pharmacist before becoming ""The Greatest Actor"" and also director of France's Theater before and after WWII.<br /><br />They both had health problems. Clouzot had TB while young, Jouvet had cardiac problems and died on a theater..<br /><br />Such events shape the character of men (and women, of course). One might even say that today's Artists are so poor, because they had never suffered and fought for their lives.<br /><br />To me, this is the greatest of Clouzot's movies. ""Wages of Fear"" is greater in ""suspense"", ""Diabolique"" also has more ""suspense"" and a better plot and is more about ""female evil"".<br /><br />Quai des Orfèvres is more human. Clouzot was falsely accused by De Gaulle's entourage (mostly communists and Jews) of collaboration with the Nazis and banned from making films until until De Gaulle left France's Government in early 1946. De Gaulle came back in 1958, as President.<br /><br />The main characters are all good souls: Jenny L'Amour may perform as a ""putain"" on stage, but she is not a ""whore"" (dictionaires make synonyms of those words, but they are not the same), loves her husband, and refuses the slight ""advances from her (presumably Lesbian) friend Dora, the photographer.<br /><br />Maurice the husband is jealous and timid, but runs away from the scene of the crime. He is a coward because he fell in love with a woman and traded an eventually more upscale career for love..<br /><br />Antoine, the detective (interpreted by the great Louis Jouvet, basically a stage actor, performs in this French ""Gray"" not Noir, as well as E.G. Robinson in ""Double Indemnity"") shows flair for pseudo criminals, tenderness for a Negro son(?), and compassion for the true author of the crime, because he remembers that is father cleaned the latrines at some nobleman's château!!<br /><br />Clouzot was capable of slapping an actor's face in order to put him in the right frame of mind, but deep inside he was very human. <br /><br />I have his horoscope in front of me. He had Venus in Sagittarius which means open-heartedness, devotion, charity and altruism. For those who do not believe in Astrology, my most sincere apologies...",1,2454,True,49936,"Great artists often suffered in their youth, as seen with Mozart and Beethoven. This movie was made by H-G Clouzot, whose family wanted him to pursue law. Its star, Louis Jouvet, was a pharmacist before becoming ""The Greatest Actor"" and director of France's Theater. Both faced health issues; Clouzot had TB, and Jouvet had cardiac problems, dying in a theater. Such hardships shape character. One might argue today's artists lack depth due to less struggle.

For me, this is Clouzot's greatest film. ""Wages of Fear"" and ""Diabolique"" offer more suspense, but ""Quai des Orfèvres"" is more human. Clouzot was wrongfully accused of Nazi collaboration and banned from filmmaking until De Gaulle's government ended in 1946. De Gaulle returned in 1958 as President. The characters are good souls: Jenny L'Amour may perform suggestively but loves her husband and resists advances from her friend Dora. Maurice is jealous and timid, fleeing a crime scene. Antoine, the detective, shows empathy toward pseudo criminals, a Negro child, and the true culprit, recalling his father's servitude.

Clouzot was known for tough love with actors but was deeply humane. I have his horoscope here; Venus in Sagittarius signifies open-heartedness. For skeptics of Astrology, my apologies..."
"A SHIRLEY TEMPLE Short Subject.<br /><br />It can get mighty rough at Buttermilk Pete's Cafe when the local contingency of diaper-clad WAR BABIES come in for their midday milk break.<br /><br />This primitive little film - a spoof of military movies - provides a few chuckles, but little else: tiny tots talking tough can begin to pall in a short time. Shirley Temple, playing a duplicitous hip-swinging French miss, hasn't much to do in this pre-celebrity performance. Highlight: the real signs of toddler temper when a few of the infants unexpectedly get well & truly soaked with milk.<br /><br />Often overlooked or neglected today, the one and two-reel short subjects were useful to the Studios as important training grounds for new or burgeoning talents, both in front & behind the camera. The dynamics for creating a successful short subject was completely different from that of a feature length film, something akin to writing a topnotch short story rather than a novel. Economical to produce in terms of both budget & schedule and capable of portraying a wide range of material, short subjects were the perfect complement to the Studios' feature films.",1,1161,True,17372,"A SHIRLEY TEMPLE Short Subject.<br /><br />It can get mighty rough at Buttermilk Pete's Cafe when the local diaper-clad WAR BABIES come in for their midday milk break.<br /><br />This primitive film - a spoof of military movies - provides a few chuckles, but little else: tiny tots talking tough can begin to pall. Shirley Temple, playing a duplicitous hip-swinging French miss, hasn't much to do in this pre-celebrity performance. Highlight: the real signs of toddler temper when a few infants unexpectedly get soaked with milk.<br /><br />Often overlooked today, one and two-reel short subjects were useful to the Studios as training grounds for new talents. The dynamics for creating a successful short subject was different from a feature film, akin to writing a topnotch short story rather than a novel. Economical to produce in budget & schedule and capable of portraying a wide range of material, short subjects were the perfect complement to the Studios' feature films."
"Despite of the success in comedy or drama, the Turkish directors are failure in horror-thriller. ""Okul-D@bbe"" are good examples for the awful horror Turkish films.<br /><br />But if you watch ""Gen"" you will understand that it is a strike. The atmosphere of the movie is impressive and dark. Also the special features are colorful and not cheap. The soundtracks fit the movie, but the script is not totally perfect and the theme of the movie is ordinary.<br /><br />As a result ""Gen"" does not add any difference to horror movies, but it does not disappoint thriller fans. In this respect it is a success for Yesilcam and Turkey. (7/10)",1,634,False,22021,"Despite the success in comedy or drama, the Turkish directors are a failure in horror-thriller. ""Okul-D@bbe"" are good examples of the awful horror Turkish films. These films, unfortunately, did not manage to meet the expectations of horror enthusiasts, often falling short in terms of delivering genuine scares or a gripping narrative. They failed to create an atmosphere that could engage the audience effectively, often relying on clichés and predictable plotlines that detracted from the overall experience.

But if you watch ""Gen,"" you will understand that it is a strike. The atmosphere of the movie is impressive and dark. The film manages to create a mood that is both eerie and captivating, pulling the viewer into its world with a sense of foreboding that lingers throughout. Also, the special features are colorful and not cheap, which is a refreshing change compared to other films in the genre. The attention to detail in the visuals is noticeable, with effects that enhance the story rather than detract from it, providing a more immersive experience for the audience.

The soundtracks fit the movie, adding another layer to the film's overall ambience. The music complements the scenes well, enhancing the tension and drama without overpowering the narrative. However, the script is not totally perfect and the theme of the movie is ordinary. While the film excels in many technical aspects, the storyline itself does not break new ground, following familiar tropes that may feel predictable to seasoned horror-thriller fans. Nevertheless, the execution of the story is competent, and the film manages to maintain interest despite its conventional plot.

As a result, ""Gen"" does not add any difference to horror movies, but it does not disappoint thriller fans. It provides enough suspense and intrigue to keep viewers engaged, making it a worthwhile watch for those who appreciate the genre. In this respect, it is a success for Yesilcam and Turkey. The film represents a step forward in Turkish cinema's approach to horror-thriller, demonstrating that there is potential for growth and improvement in this area. It serves as an example of how Turkish filmmakers can create compelling thrillers that resonate with audiences. (7/10)"
"I rented this movie with very low expectations, but was pleasantly surprised. This movie is extremely good stuff. And one would never guess it was low budget.<br /><br />EIGHTEEN, directed by 'Richard Bell' centers around an 18 year old named Pip, played by the superb 'Paul Anthony' who leaves his home because of the circumstances surrounding the way his older brother died. He is overcome with guilt by this event and falls into a hard life of a runaway teen on drugs and alcohol. On his 18th birthday, his father tracks Pip down and gives him a tape left for him by his grandfather, of which he was to listen to on his 18th birthday.<br /><br />The way the whole film is told is with two simultaneous stories unfolding at the same time. The present life of Pip and the past life of his grandfather during WW11 of which Pip listens to on the tape.<br /><br />The three outstanding performances in this movie are the ones from 'Paul Anthony' as Pip and 'Brenden Fletcher' playing Jason, the young 18 year WW11 soldier, his grandfather. Also, the role of the WW11 wounded medic 'Macauley' played by 'Mark Hildreth.' All putting in fine performances.<br /><br />A couple of concerns and scenes that didn't sit too well with me...the priest, Father Chris played by 'Alan Cumming' who is gay and in broad daylight pick's up the local street hustler the whole neighborhood knows about. And then we have the local store clerk named Jeff, a sweetheart played by the attractive 'David Beaszely' who just wants to be loved, and for some unknown reason is attracted to the very unattractive and sleaze ball street hustler, Clerk, who sleeps with just about anyone and in all likelihood is a walking toxic time bomb. On top of all that he's not a very likable person. This part just didn't ring true.<br /><br />The parts I really like the most was the flashbacks to the War. They were so well acted and very touching. There is a scene at the end where the one soldier is dying and the other soldier, 'Jason' is there for him to comfort and show him love as he lays badly injured and dying. This is such a wonderful and touching scene it left me in tears. Beautifully acted.<br /><br />I highly recommend this movie. It is one of love, redemption and the power of the human spirit to survive.",1,2283,True,46364,"I rented this movie with low expectations but was pleasantly surprised. EIGHTEEN, directed by Richard Bell, is extremely good and doesn't feel low budget. It centers around 18-year-old Pip, superbly played by Paul Anthony, who leaves home due to guilt over his older brother's death. On his 18th birthday, his father gives him a tape from his grandfather to listen to. The film unfolds with two simultaneous stories: Pip's present and his grandfather's past during WWII, narrated on the tape.

Outstanding performances include Paul Anthony as Pip, Brendan Fletcher as young soldier Jason (Pip's grandfather), and Mark Hildreth as the wounded medic Macauley. However, certain scenes didn't sit well with me, like Father Chris, played by Alan Cumming, a gay priest picking up a local street hustler. Also, the store clerk Jeff, played by David Beasley, is inexplicably attracted to the sleazy hustler Clerk, which didn't ring true.

The flashbacks to the war are well-acted and touching, especially a scene where Jason comforts a dying soldier. It's beautifully acted and left me in tears. I highly recommend this movie for its themes of love, redemption, and the power of the human spirit to survive."
"The Sopranos is probably the most widely acclaimed TV series ever, so naturally my expectations were through the roof, and yet the show surpassed them. I love the mafia and crime genre in film and I enjoy following the compelling stories set in these worlds, but this is so much more. 86+ hours of material gives the story a chance to not only be one of the most thrilling and unpredictable mafia/action stories, but also to be a great family drama, a shocking character study, a laugh-out-loud comedy, a brilliant psychological examination dealing with the nature of good and evil, and an intellectual arty collaboration of representative dreams and hallucinations all in one. David Chase's epic series manages to accomplish all of this and more, and cements HBO as the closest TV can get to cinematic perfection, paving the road for a number of other series to continue blowing audiences away.<br /><br />Realism is present when it is needed, but Chase's decisions to depart from it for effect on occasion for ""dream episodes"" and the like only adds more layers to the series. Chase--along with a strong writing staff including Matthew Weiner and Terrence Winter, future creators of Mad Men and Boardwalk Empire respectively--turns New Jersey into an intricate universe full of the greatest cast of characters I've seen on TV.<br /><br />James Gandolfini domineers the show as Tony, one of the most groundbreaking characters on TV ever. Tony adheres to half of the mobster stereotypes from pop culture, but he defies the other half entirely, and through his family interactions and his therapy sessions with Dr. Melfi (Lorraine Bracco, with whom he has a considerable chemistry that ensures that the therapy scenes always have a completely different feel to the rest of the show), we see nearly every side to Tony Soprano and learn that he is more of an everyman than one would expect.<br /><br />Edie Falco matches the power of Gandolfini's performance as Tony's wife Carmela. From her mixed feelings about Tony's lifestyle, to her suspicions about murders, to her torment over Tony's cheating, to her own thoughts about infidelity, Carmela runs the gamut of emotions throughout 6 seasons and Falco makes her the prime vehicle for the non- mafia viewers to have eyes into such a corrupt world. Scenes between Tony and Carmela provide some of the most heartwrenching and painfully realistic drama ever seen on television.<br /><br />The supporting cast is almost as phenomenal, and a wide array of characters populate the cast over all six seasons, somehow without any redundancies. Nancy Marchand steals the show as Tony's overbearing mother Livia, an insight into Tony's personality problems and panic attacks. The familiarity of Marchand's incessant complaints is almost gruesome since she takes the character so believably far. Michael Imperioli is Christopher, Tony's protégé, whose various poor choices lead him down a road that is painful to watch but brilliantly executed. Drea De Matteo plays Christopher's girlfriend Adriana, and is so well- meaning and loving that the dark arc her character takes as she gets too involved with Christopher's career. Tony Sirico is Paulie, introduced as the ultimate mafia stereotype and a source of comic, but eventually he becomes one of the most sympathetic and complex characters on the show, and nobody plays true anger better than he. And that's just the tip of the iceberg.<br /><br />Familiar faces such as Peter Bogdanovich, Jon Favreau, Ben Kingsley, Lauren Bacall, Will Arnett, Nancy Sinatra, David Strathairn, Robert Patrick, Hal Holbrook, Burt Young, and Eric Mangini make appearances over the course of the show, while names as notable as Joe Pantoliano, Steve Buscemi, and Steven Van Zandt have regular roles as main characters in the series. There are 50+ great characters with powerful arcs, and the excitement and tension never let up in any of the various subplots throughout the show.<br /><br />Comedic elements and entire episodes filled with brilliant hilarity dilute the powerhouse dramatic intensity of the series, which is so multipurpose that for one reason or enough, the credits of nearly any episode left me somewhat bewildered. The Sopranos is the most powerful and addicting series I have seen overall, and its highs are so mindblowing that I would have to call it my favourite show in spite of arguable lows (most of which I disagree with).<br /><br />Whether you love or hate the ending, or what you make of it is irrelevant: the discussion it has created is an achievement in itself. The iconic nature of the entire series makes it an essential part of television history. There are multiple elements for anyone to love and marvel at in this show, so if you're thinking of watching something else instead, do yourself a favour and fuhgeddaboutit.",1,4827,True,23537,"The Sopranos is probably the most widely acclaimed TV series ever, and it exceeded my high expectations. I love the mafia and crime genre, but this show offers much more. Over 86 hours, it becomes not only a thrilling and unpredictable mafia/action story but also a great family drama, a shocking character study, a laugh-out-loud comedy, and a brilliant psychological examination of good and evil. David Chase's epic series achieves all this, cementing HBO as the pinnacle of TV perfection and paving the way for other groundbreaking series.

Realism is present when necessary, but Chase's departures for effect, such as ""dream episodes,"" add layers to the series. Along with writers like Matthew Weiner and Terrence Winter, he creates an intricate universe in New Jersey with the greatest cast of characters on TV.

James Gandolfini dominates as Tony, a groundbreaking TV character. Tony defies many mobster stereotypes, and through his family interactions and therapy sessions with Dr. Melfi (Lorraine Bracco), we see every side of him and realize he's more of an everyman than expected.

Edie Falco matches Gandolfini as Tony's wife Carmela. Her mixed feelings about Tony's lifestyle, suspicions about murders, torment over his cheating, and thoughts about infidelity make her a prime vehicle for viewers to see into this corrupt world. Scenes between Tony and Carmela offer heartwrenching, realistic drama.

The supporting cast is phenomenal, with a wide array of characters over six seasons, each unique. Nancy Marchand as Tony's mother Livia insightfully portrays his personality problems. Michael Imperioli's Christopher, Tony's protégé, spirals down a painful but brilliantly executed path. Drea De Matteo's Adriana, Christopher's girlfriend, is so well-meaning that her dark arc is tragic. Tony Sirico's Paulie evolves from a mafia stereotype to a sympathetic, complex character. And that's just the beginning.

Familiar faces like Peter Bogdanovich, Jon Favreau, and Ben Kingsley make appearances, while Joe Pantoliano, Steve Buscemi, and Steven Van Zandt have regular roles. The show features 50+ great characters with powerful arcs, and the excitement and tension never let up.

Comedic elements and episodes filled with hilarity dilute the intense drama, making the series so versatile that nearly any episode left me somewhat bewildered. The Sopranos is the most powerful and addicting series I've seen, with highs so mindblowing that it's my favorite show despite arguable lows (most of which I disagree with).

The ending, whether loved or hated, has sparked discussion, an achievement in itself. The series' iconic nature makes it essential television history. With multiple elements to love and marvel at, if you're considering watching something else instead, do yourself a favor and fuhgeddaboutit."
"It's been said that Batman Begins in the first Batman movie to ""get it right"" but I think that's a horrible overstatement, for I think the new Batman film, although greater that Batman Forever and Batman and Robin, pales compared to Tim Burton's classics, with this one being the best of the five. The darkness is beautiful, as is the music and scenery, creating a Gotham City cloaked in mystery, unlike Batman Begins, where Gotham City is a normal-looking city. The villains are terrific in this movie. You literally can't take your eyes off of the penguin and cat woman. I applaud Tim Burton for being original with his use of the penguin as a freak, rather than an ordinary criminal or a clone of the old Batman TV show. In Batman Begins we have the scarecrow, whose not nearly as demanding on screen as the penguin or cat woman. The film doesn't need to focus only on Batman, because we already know his story, and it is the villains who we are exploring and trying to figure out, and they are the ones who create the plot, with the penguin running for mayor and seeking revenge for his parents' desertion by killing the first born sons of Gotham, a task he fails. Danny Devito gives the finest performance ever by a superhero villain in any film, surpassing even Nicholson's joker. The closing scene where the penguins drag the dead body of the penguin into the water is touching and powerful. It's a tragedy that Tim Burton wasn't allowed to complete his trilogy, since Warner Bros., interesting in marketing appeal, wanted to ""lighten"" the Batman movies up. And they got their wish...unfortunately. Tim Burton planned on directing the third film, using the Riddler as the villain, with no Two-Face and Robin to mess it up, and I'm sure Michael Keaton would've signed on. So this is the last great Batman Film. Batman Begins is dark, but boring, tedious, ordinary, filled with lackluster villains, and a playboy Bruce Wayne. A decent Batman film, but the best Batman film ever? Never. Batman Returns holds that crown.",1,2023,True,45499,"It's been said that Batman Begins is the first Batman movie to ""get it right,"" but I think that's a horrible overstatement. Although better than Batman Forever and Batman and Robin, it pales compared to Tim Burton's classics, with this one being the best of the five. The darkness is beautiful, as is the music and scenery, creating a Gotham City cloaked in mystery, unlike Batman Begins, where Gotham City looks normal. The villains are terrific in this movie. You can't take your eyes off the Penguin and Catwoman. I applaud Tim Burton for being original with his use of the Penguin as a freak, rather than an ordinary criminal or a clone of the old Batman TV show. In Batman Begins, we have the Scarecrow, who's not nearly as demanding on screen as the Penguin or Catwoman. The film doesn't need to focus only on Batman, because we already know his story. It is the villains we are exploring and trying to figure out, and they create the plot, with the Penguin running for mayor and seeking revenge for his parents' desertion by killing the firstborn sons of Gotham, a task he fails. Danny DeVito gives the finest performance ever by a superhero villain, surpassing even Nicholson's Joker. The closing scene where the penguins drag the Penguin's dead body into the water is touching and powerful. It's a tragedy that Tim Burton wasn't allowed to complete his trilogy, since Warner Bros., interested in marketing appeal, wanted to ""lighten"" the Batman movies. And they got their wish... unfortunately. Tim Burton planned to direct the third film with the Riddler as the villain, with no Two-Face and Robin to mess it up. I'm sure Michael Keaton would've signed on. So this is the last great Batman film. Batman Begins is dark but boring, tedious, ordinary, filled with lackluster villains, and a playboy Bruce Wayne. A decent Batman film, but the best Batman film ever? Never. Batman Returns holds that crown."
